ano_eleicao,sigla_uf,nome_municipio,descricao_cargo,num_turno,numero_zona,sigla_partido,nome_candidato,nome_urna_candidato,numero_cand,desc_sit_cand_superior,desc_sit_candidato,desc_sit_cand_tot,total_votos
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PT,AMELIA NAOMI OMURA,AMELIA,13500,,DEFERIDO,ELEITO,1251
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,ANTONIO DUTRA DA SILVA,TONHÃO DUTRA,13450,,DEFERIDO,SUPLENTE,1166
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PPS,ECLAIR PAULA DINIZ,DINIZ,23111,,DEFERIDO,SUPLENTE,1139
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,ALOISIO PETITI,ALOISIO PETITI FARM COMUNITARI,25605,,DEFERIDO,ELEITO POR MÉDIA,1136
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PT,JUSCELINO FROTAS REBOUÇAS,JUSCELINO FROTA REBOUÇAS,13100,,DEFERIDO,SUPLENTE,1135
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSDB,HELIO NISHIMOTO,HÉLIO NISHIMOTO,45610,,DEFERIDO,ELEITO,1099
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSB,ANTONIO ROBERTO BARBOSA,ROBERTO BARBOSA,40123,,DEFERIDO,ELEITO,1078
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PT,NEUSA LEONORA DO CARMO,DRª NEUSA,13800,,DEFERIDO,ELEITO POR MÉDIA,1076
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,AMELIA NAOMI OMURA,AMELIA,13500,,DEFERIDO,ELEITO,1074
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PFL,CARLOS ALBERTO MACEDO BASTOS,MACEDO BASTOS,25100,,DEFERIDO,SUPLENTE,1069
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,RENATA LEMES DE PAIVA,RENATA PAIVA,25200,,DEFERIDO,SUPLENTE,1067
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PMDB,ADRIANA NOGUEIRA DO PRADO,ADRIANA PRADO,15580,,DEFERIDO,ELEITO,1034
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PTN,WILLIS BENTO GOULART,WILLIS BENTO GOULART,19619,,DEFERIDO,SUPLENTE,1033
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PMDB,ADRIANA NOGUEIRA DO PRADO,ADRIANA PRADO,15580,,DEFERIDO,ELEITO,994
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PHS,MANOEL DE LIMA JUNIOR,DR MANOEL,31600,,DEFERIDO,ELEITO,992
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,SIMÃO PEDRO DOS SANTOS,SIMÃO PEDRO,25678,,DEFERIDO,SUPLENTE,988
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,JUVENIL DE ALMEIDA SILVÉRIO,JUVENIL,45654,,DEFERIDO,SUPLENTE,973
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,ANTONIO ROBERTO BARBOSA,ROBERTO BARBOSA,40123,,DEFERIDO,ELEITO,959
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,LUIZ PAULO COSTA,LUIZ PAULO COSTA,45045,,DEFERIDO,SUPLENTE,957
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,FRANCISCO HUMBERTO DE OLIVEIRA ROXO,ROXO,45222,,DEFERIDO,SUPLENTE,946
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PL,BENEDITO ROBERTO ALVES FERREIRA,PASTOR ROBERTO DE JESUS,22333,,DEFERIDO,NÃO ELEITO,930
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PHS,FLAVIA CAMARGO DA SILVA,FLAVIA CAMARGO,31631,,DEFERIDO,SUPLENTE,911
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PFL,ALOISIO PETITI,ALOISIO PETITI FARM COMUNITARI,25605,,DEFERIDO,ELEITO POR MÉDIA,886
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,JOÃO DAS MERCÊS ALMEIDA,TAMPÃO,40422,,DEFERIDO,SUPLENTE,885
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,WALTER FERNANDES CANDELARIO,SIENA,13350,,DEFERIDO,SUPLENTE,881
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PTB,CLAUDIO CALASANS CAMARGO,PROFESSOR CALASANS CAMARGO,14677,,DEFERIDO,SUPLENTE,876
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,WALTER KATSUNORI HAYASHI,WALTER HAYASHI,40100,,DEFERIDO,ELEITO POR MÉDIA,847
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSDB,SERGIO AUGUSTO GONÇALVES DE SOUSA,DR SERGIO AUGUSTO,45630,,DEFERIDO,SUPLENTE,847
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,AMELIA NAOMI OMURA,AMELIA,13500,,DEFERIDO,ELEITO,819
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,FELIPE ANTÔNIO CURY,FELIPE CURY,45777,,DEFERIDO,SUPLENTE,809
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPB,JORGE CARLOS DA SILVA JUSTE,JORGE CARIOCA,11604,,DEFERIDO,SUPLENTE,780
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PMDB,ADRIANA NOGUEIRA DO PRADO,ADRIANA PRADO,15580,,DEFERIDO,ELEITO,763
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,CARLOS ALBERTO MACEDO BASTOS,MACEDO BASTOS,25100,,DEFERIDO,SUPLENTE,754
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PFL,BENEDITO VIEIRA PEREIRA,BENEDITO VIEIRA. (BÊNE).,25700,,DEFERIDO,SUPLENTE,740
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSB,MICHIHARU SOGABE,SOGABE,40250,,DEFERIDO,SUPLENTE,732
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,JOÃO GILBERTO RIBEIRO,GIBA,13300,,DEFERIDO,ELEITO,725
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PC do B,GERALDO MAGELA DA CRUZ,GERALDO MAGELA,65123,,DEFERIDO,SUPLENTE,701
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPB,MARIA IRMA VASCONCELOS DE MELO DOS SANTOS,MARIA IRMA VASCONCELOS DE M. S,11607,,DEFERIDO,SUPLENTE,698
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PPB,JAIRO PINTOS,JAIRO PINTOS,11611,,DEFERIDO,SUPLENTE,689
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PMDB,SILVIO RODRIGUES DA SILVA,SILVIO RODRIGUES,15520,,DEFERIDO,SUPLENTE,679
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PHS,ALVARO MACHUCA,DR. MACHUCA,31636,,DEFERIDO,SUPLENTE,672
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,MICHIHARU SOGABE,SOGABE,40250,,DEFERIDO,SUPLENTE,650
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,ANTONIO ROBERTO BARBOSA,ROBERTO BARBOSA,40123,,DEFERIDO,ELEITO,637
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,ODETE RODRIGUES DE VASCONCELLOS,ODETE DO PUTIM,40500,,DEFERIDO,SUPLENTE,634
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PHS,FLAVIA CAMARGO DA SILVA,FLAVIA CAMARGO,31631,,DEFERIDO,SUPLENTE,631
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSB,ERIVELTO WAGNO DOS SANTOS,ERIVELTO,40456,,DEFERIDO,SUPLENTE,625
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,JOSIAS DE OLIVEIRA,O MARGARIDA,25624,,DEFERIDO,SUPLENTE,621
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PTB,LUIZ PEREIRA DE ALMEIDA,PASTOR LUIZ PEREIRA,14625,,DEFERIDO,SUPLENTE,609
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PDT,JOSE AFRANIO GONÇALVES,AFRANIO,12611,,DEFERIDO,NÃO ELEITO,601
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,SERGIO AUGUSTO GONÇALVES DE SOUSA,DR SERGIO AUGUSTO,45630,,DEFERIDO,SUPLENTE,596
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PTB,ANTONIO VITERBO MORALES,MORALES,14699,,DEFERIDO,SUPLENTE,594
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,FLAVIA CAMARGO DA SILVA,FLAVIA CAMARGO,31631,,DEFERIDO,SUPLENTE,594
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,FRANCISCO HUMBERTO DE OLIVEIRA ROXO,ROXO,45222,,DEFERIDO,SUPLENTE,589
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,MANOEL DE LIMA JUNIOR,DR MANOEL,31600,,DEFERIDO,ELEITO,588
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSB,DULCE RITA CHAVES DE ANDRADE DABKIEWICZ,DULCE RITA,40400,,DEFERIDO,SUPLENTE,582
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PFL,FLORIVALDO ROCHA,FLORIVALDO ROCHA ( NENE),25789,,DEFERIDO,SUPLENTE,579
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,DANIEL DE CAROLI,DANIEL DE CAROLI,14650,,DEFERIDO,SUPLENTE,576
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSB,MICHIHARU SOGABE,SOGABE,40250,,DEFERIDO,SUPLENTE,573
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PHS,MANOEL DE LIMA JUNIOR,DR MANOEL,31600,,DEFERIDO,ELEITO,571
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,RUI RAMIRO DE LIMA,RUI RAMIRO,14666,,DEFERIDO,SUPLENTE,571
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,ANTONIO MARCOS DOS SANTOS,MARCOS DA IDE,31699,,DEFERIDO,SUPLENTE,571
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,ALOISIO PETITI,ALOISIO PETITI FARM COMUNITARI,25605,,DEFERIDO,ELEITO POR MÉDIA,569
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PTB,SOFIA APARECIDA DA SILVA,SOFIA COIMBRA,14614,,DEFERIDO,SUPLENTE,566
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPB,JAIRO PINTOS,JAIRO PINTOS,11611,,DEFERIDO,SUPLENTE,555
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PMDB,MOACIR EZEQUIEL,MOACIR DO TESOURO,15566,,DEFERIDO,SUPLENTE,551
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PFL,FLORIVALDO ROCHA,FLORIVALDO ROCHA ( NENE),25789,,DEFERIDO,SUPLENTE,539
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,JOSE JORLEY DO AMARAL,JORLEY AMARAL,25500,,DEFERIDO,ELEITO,510
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSB,WALTER KATSUNORI HAYASHI,WALTER HAYASHI,40100,,DEFERIDO,ELEITO POR MÉDIA,508
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,VALDIR MARTIMIANO DIAS,VALDIR MARTIMIANO,45456,,DEFERIDO,SUPLENTE,499
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PPB,JAIRO PINTOS,JAIRO PINTOS,11611,,DEFERIDO,SUPLENTE,495
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PTB,SANTOS NEVES,SANTOS NEVES,14676,,DEFERIDO,ELEITO,487
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,LUIZ ROBERTO PEREIRA,ROBERTINHO DO SEGURO,14610,,DEFERIDO,SUPLENTE,486
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PPB,ELENA WATANABE HIRAKUI,ELENA WATANABE,11633,,DEFERIDO,SUPLENTE,485
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PFL,ALEXANDRE JOSE DA CUNHA,ALEXANDRE DA FARMÁCIA,25123,,DEFERIDO,ELEITO,484
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,GENESIO ANTONIO TAVARES,BOZÓ,13456,,DEFERIDO,SUPLENTE,478
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,DILERMANDO DIÉ ANTONIO DE ALVARENGA,DILERMANDO DIÉ,45678,,DEFERIDO,ELEITO,476
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PT,ANTONIO GONÇALVES BATISTA,TONICO PIPOQUEIRO,13696,,DEFERIDO,SUPLENTE,471
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,SEBASTIANA DE PAULA PAZ DA SILVA,DONA SEBASTIANA,14619,,DEFERIDO,SUPLENTE,470
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSB,MADALENA FERNANDES GIL,MADALENA GIL,40555,,DEFERIDO,SUPLENTE,468
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSDB,JORGE HENRIQUE DE OLIVEIRA,JORGE HENRIQUE DE OLIVEIRA,45645,,DEFERIDO,SUPLENTE,468
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PTB,SOFIA APARECIDA DA SILVA,SOFIA COIMBRA,14614,,DEFERIDO,SUPLENTE,466
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,JOSE ROBERTO FERNANDES DA SILVA,JOSE ROBERTO,13789,,DEFERIDO,SUPLENTE,465
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,VIRGINIA MUNIZ GARCIA,VIRGINIA MUNIZ GARCIA,45123,,DEFERIDO,SUPLENTE,465
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,CRISTOVÃO GOMES GONÇALVES,CRISTOVÃO GONÇALVES,45633,,DEFERIDO,ELEITO,465
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,AILTON LAURENTINO,LAURENTINO,13123,,DEFERIDO,SUPLENTE,463
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,ALBINA DA SILVA,TIA ALBINA,13636,,DEFERIDO,SUPLENTE,463
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSTU,ANTONIO DONIZETE FERREIRA,TONINHO,16616,,DEFERIDO,NÃO ELEITO,461
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPS,MERCEDES MARIA PEROTTI,PROFª MERCEDES PORTELA,23680,,DEFERIDO,SUPLENTE,457
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,ALEXANDRE JOSE DA CUNHA,ALEXANDRE DA FARMÁCIA,25123,,DEFERIDO,ELEITO,457
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PT,IRENY DE SOUZA ALVARENGA,IRENY DA VL PAIVA,13555,,DEFERIDO,SUPLENTE,455
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PT,MAURO KANO,MAURO KANO,13213,,DEFERIDO,ELEITO POR MÉDIA,453
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,JENIVAL JOSÉ DE OLIVEIRA,GENIVAL,13690,,DEFERIDO,SUPLENTE,451
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PHS,IVO ZEFERINO DE ASSUNÇÃO,IVO ZEFERINO,31647,,DEFERIDO,SUPLENTE,451
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,LUIZ PEREIRA DE ALMEIDA,PASTOR LUIZ PEREIRA,14625,,DEFERIDO,SUPLENTE,448
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,VALDO RODRIGUES SOARES FERREIRA,VALDO,13650,,DEFERIDO,SUPLENTE,446
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPB,SEBASTIANA ORLANDO PEREIRA,SEBASTIANA ORLANDO PEREIRA,11624,,DEFERIDO,SUPLENTE,445
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PT,MAURO KANO,MAURO KANO,13213,,DEFERIDO,ELEITO POR MÉDIA,441
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PTB,JAIRO DOS SANTOS,JAIRO SANTOS,14633,,DEFERIDO,SUPLENTE,438
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSDB,SERGIO AUGUSTO GONÇALVES DE SOUSA,DR SERGIO AUGUSTO,45630,,DEFERIDO,SUPLENTE,435
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,BERENICE DA SILVA LOPES DOS SANTOS,PROFESSORA BERENICE,45005,,DEFERIDO,SUPLENTE,435
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,CRISTOVÃO GOMES GONÇALVES,CRISTOVÃO GONÇALVES,45633,,DEFERIDO,ELEITO,433
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PPB,BENTO AUGUSTO DA CUNHA SANTOS,BENTO AUGUSTO DA CUNHA SANTOS,11666,,DEFERIDO,SUPLENTE,431
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,SERGIO AUGUSTO GONÇALVES DE SOUSA,DR SERGIO AUGUSTO,45630,,DEFERIDO,SUPLENTE,428
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PT,FRANCISCO DE LIMA,CHICO LIMA,13621,,DEFERIDO,SUPLENTE,420
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PPS,LUCIANO GONÇALVES TOLEDO,LUCIANO TOLEDO DO GAPA,23456,,DEFERIDO,SUPLENTE,414
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PFL,FLORIVALDO ROCHA,FLORIVALDO ROCHA ( NENE),25789,,DEFERIDO,SUPLENTE,410
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PT,JOÃO GILBERTO RIBEIRO,GIBA,13300,,DEFERIDO,ELEITO,407
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,FLORIVALDO ROCHA,FLORIVALDO ROCHA ( NENE),25789,,DEFERIDO,SUPLENTE,406
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PMDB,ADRIANA NOGUEIRA DO PRADO,ADRIANA PRADO,15580,,DEFERIDO,ELEITO,401
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,ALEXANDRE JOSE DA CUNHA,ALEXANDRE DA FARMÁCIA,25123,,DEFERIDO,ELEITO,401
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PSDB,FRANCISCO HUMBERTO DE OLIVEIRA ROXO,ROXO,45222,,DEFERIDO,SUPLENTE,394
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PSDB,FELIPE ANTÔNIO CURY,FELIPE CURY,45777,,DEFERIDO,SUPLENTE,393
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PSDB,DILERMANDO DIÉ ANTONIO DE ALVARENGA,DILERMANDO DIÉ,45678,,DEFERIDO,ELEITO,390
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PPS,JOSE LUIZ SILVEIRA FILHO,JOSE LUIZ DA RADIO,23789,,DEFERIDO,SUPLENTE,389
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PTB,CLAUDIO CALASANS CAMARGO,PROFESSOR CALASANS CAMARGO,14677,,DEFERIDO,SUPLENTE,389
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,127,PSDB,CRISTIANO PINTO FERREIRA,CRISTIANO PINTO FERREIRA,45699,,DEFERIDO,ELEITO POR MÉDIA,383
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,BENEDITO VIEIRA PEREIRA,BENEDITO VIEIRA. (BÊNE).,25700,,DEFERIDO,SUPLENTE,383
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PMDB,VITOR EUGENIO DE TOLEDO,VITOR EUGENIO,15544,,DEFERIDO,SUPLENTE,383
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PMDB,NELSON EDI TEIXEIRA,NELSON EDI,15556,,DEFERIDO,SUPLENTE,383
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,411,PTB,SANTOS NEVES,SANTOS NEVES,14676,,DEFERIDO,ELEITO,381
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,412,PPB,ELENA WATANABE HIRAKUI,ELENA WATANABE,11633,,DEFERIDO,SUPLENTE,376
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PHS,MAURO DE AGUIAR VILLELA,MAURO DENTISTA,31644,,DEFERIDO,SUPLENTE,373
2000,SP,SAO JOSE DOS CAMPOS,VEREADOR,1,282,PFL,CARLOS ALBERTO MACEDO BASTOS,MACEDO BASTOS,25100,,DEFERIDO,SUPLENTE,372
